Cust. ID,Arrival Time,Start Execution,Server ID,Exit System,Waiting Time,Turaround Time
458,4759.46,4759.46,0,4760.8,0,1.34000000000015
459,4766.94,4766.94,0,4767.72,0,0.780000000000655
460,4771.4,4771.4,0,4774.43,0,3.03000000000065
461,4773.83,4774.43,0,4776.46,0.600000000000364,2.63000000000011
462,4782.61,4782.61,0,4784.22,0,1.61000000000058
463,4787.08,4787.08,0,4787.6,0,0.520000000000437
464,4798.05,4798.05,0,4798.29,0,0.239999999999782
465,4814.84,4814.84,0,4815.44,0,0.599999999999454
466,4814.99,4815.44,0,4815.63,0.449999999999818,0.640000000000327
467,4823.18,4823.18,0,4823.29,0,0.109999999999673
468,4837.63,4837.63,0,4838.3,0,0.670000000000073
469,4841.38,4841.38,0,4841.65,0,0.269999999999527
470,4860.2,4860.2,0,4860.55,0,0.350000000000364
471,4869.29,4869.29,0,4870.91,0,1.61999999999989
472,4881.67,4881.67,0,4881.94,0,0.269999999999527
473,4884.49,4884.49,0,4885.11,0,0.619999999999891
